Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
4033,CSE3021 ,Social and Information Networks,Dr. beeuty,3,5,1,4,3
4034,CSE3009 ,Internet of Things,Dr. salmi,2,3,2,5,5
4035,CSE3506,Essentials of Data Analytics,Dr. fija,2,2,2,1,4
4036,CSE4014 ,High Performance Computing,Dr. narpendra,4,5,4,3,5
4037,MAT1014,Discrete Mathematics and Graph Theory,Dr. mangla,5,2,4,2,5
4038,CSE2011 ,Data Structures and Algorithms,Dr. sushmita,4,4,2,4,5
4039,CSE3502,Information Security Management,Dr. rasmi,1,1,0,1,2
4040,CSE4004 ,Digital Forensics,Dr. abash,1,1,3,1,3
4041,CSE4014 ,High Performance Computing,Dr. sartaj,1,3,2,2,3
4042,CSE4019 ,Image Processing,Dr. meesh,5,5,0,2,3
4043,MAT3004 ,Applied Linear Algebra,Dr. tajrani,5,4,1,2,4
4044,CSE3025 ,Large Scale Data Processing,Dr. nanhe,2,1,2,4,3
4045,CSE3018 ,Content Based Image and Video Retrieval,Dr. shulekha,2,2,1,1,3
4046,CSE4001 ,Parallel and Distributed Computing,Dr. bhola,5,5,2,3,3
4047,CSE3020 ,Data Visualization,Dr. darshna,4,4,2,2,3
4048,CSE4020 ,Machine Learning,Dr. rahisuddin,5,1,1,3,2
4049,MAT3004 ,Applied Linear Algebra,Dr. sunil,1,3,4,3,5
4050,CSE3506,Essentials of Data Analytics,Dr. zeenat,2,2,3,3,3
4051,CSE3024 ,Web Mining,Dr. sammiuddin,4,5,3,5,5
4052,CSE4022 ,Natural Language Processing,Dr. aashik,1,4,4,5,3
4053,CSE1003 ,Digital Logic and Design,Dr. ashrabi,4,5,1,5,4
4054,CSE3002 ,Internet and Web Programming,Dr. nirvat,5,5,2,4,4
4055,MAT2002,Applications of Differential and Difference Equations,Dr. doly,4,1,2,5,2
4056,MAT2002,Applications of Differential and Difference Equations,Dr. fateh,4,2,2,2,4
4057,CSE3001 ,Software Engineering,Dr. sirajuddin,2,2,2,5,5
4058,ECE3501,IoT Fundamentals,Dr. nasrin,3,3,1,1,3
4059,CSE3020 ,Data Visualization,Dr. bhonu,3,1,1,5,2
4060,CSE2013,Theory of Computation,Dr. kamesh,2,1,2,4,2
4061,CSE2012,Design and analysis of algorithms,Dr. gurnam,4,5,2,5,3
4062,CSE2013,Theory of Computation,Dr. kamala,3,1,0,1,3
4063,CSE1004 ,Network and Communication,Dr. mukul,1,2,2,3,3
4064,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. rozi,1,4,1,5,3
4065,MAT3004 ,Applied Linear Algebra,Dr. mithalesh,3,2,5,2,5
4066,EEE1001,Basic Electrical and Electronics Engineering,Dr. maya,1,1,1,3,3
4067,MAT2002,Applications of Differential and Difference Equations,Dr. faijal,4,1,1,5,3
4068,CSE1003 ,Digital Logic and Design,Dr. riyazuddin,1,5,5,1,5
4069,CSE4004 ,Digital Forensics,Dr. idrish,2,4,1,1,5
4070,CSE3013 ,Artificial Intelligence,Dr. keshave,3,1,0,5,3
4071,CSE4019 ,Image Processing,Dr. sitar,4,2,2,5,5
4072,CSE1007 ,Java Programming,Dr. marti,2,5,3,3,4
4073,CSE3501,Information Security Analysis and Audit,Dr. sanavvar,3,3,3,1,2
4074,CSE1003 ,Digital Logic and Design,Dr. phoolla,5,2,3,3,2
4075,CSE3505,Foundations of Data Analytics,Dr. limca,2,4,1,5,3
4076,CSE3011 ,Robotics and its Applications,Dr. nazibuneesha,2,4,2,1,4
4077,CSE4015 ,Human Computer Interaction,Dr. baldev,3,4,1,1,3
4078,CSE3009 ,Internet of Things,Dr. jitendera,3,3,3,4,5
4079,CSE3009 ,Internet of Things,Dr. girraj,1,3,3,2,4
4080,CSE3001 ,Software Engineering,Dr. netrapal,3,5,2,4,2
4081,CSE4001 ,Parallel and Distributed Computing,Dr. anara,3,4,1,4,4
4082,MAT1014,Discrete Mathematics and Graph Theory,Dr. laldhari,3,3,1,4,5
4083,CSE2013,Theory of Computation,Dr. manita,5,1,2,4,4
4084,CSE3006 ,Embedded System Design,Dr. radhesayam,4,4,2,3,4
4085,CSE3020 ,Data Visualization,Dr. bhagirathi,4,4,1,5,2
4086,CSE2004 ,Database Management Systems,Dr. chhavi,5,2,1,2,4
4087,CSE3029 ,Game Programming,Dr. prabhila,4,3,1,2,4
4088,CSE2001 ,Computer Architecture and Organization,Dr. farhib,1,3,4,3,5
4089,CSE4020 ,Machine Learning,Dr. tohmeena,3,3,3,4,5
4090,CSE3029 ,Game Programming,Dr. rambharos,3,5,2,1,3
4091,CSE1007 ,Java Programming,Dr. sagira,3,5,4,4,5
4092,CSE2004 ,Database Management Systems,Dr. megharam,2,3,0,1,4
4093,CSE1004 ,Network and Communication,Dr. sujanti,5,1,1,4,3
4094,CSE4011 ,Virtualization,Dr. bhuralal,3,3,0,2,2
4095,CSE2014,Compiler Design,Dr. oli,2,4,2,5,4
4096,MAT2002,Applications of Differential and Difference Equations,Dr. sheikh,1,5,1,3,2
4097,MAT1014,Discrete Mathematics and Graph Theory,Dr. himashu,1,4,4,1,5
4098,CSE4015 ,Human Computer Interaction,Dr. jameer,1,2,0,3,4
4099,CSE2012,Design and analysis of algorithms,Dr. deepka,3,3,3,5,3
4100,CSE3501,Information Security Analysis and Audit,Dr. peentu,1,5,2,2,5
4101,CSE3021 ,Social and Information Networks,Dr. arshad,5,3,4,3,5
4102,CSE4003 ,Cyber Security,Dr. papuu,4,3,1,3,2
4103,CSE4015 ,Human Computer Interaction,Dr. khairti,5,3,0,3,2
4104,CSE4001 ,Parallel and Distributed Computing,Dr. danish,1,1,1,3,5
4105,CSE3502,Information Security Management,Dr. asharani,4,4,2,4,3
4106,MAT3004 ,Applied Linear Algebra,Dr. sumit,5,3,2,2,3
4107,CSE3002 ,Internet and Web Programming,Dr. wahid,2,5,3,2,4
4108,CSE2014,Compiler Design,Dr. jagdish,2,4,2,2,2
4109,CSE3029 ,Game Programming,Dr. muskan,5,5,2,2,2
4110,CSE1007 ,Java Programming,Dr. shahjad,5,2,0,3,2
4111,CSE2012,Design and analysis of algorithms,Dr. mangu,5,3,3,4,5
4112,CSE2001 ,Computer Architecture and Organization,Dr. ayush,1,2,1,2,4
4113,CSE3013 ,Artificial Intelligence,Dr. darkash,4,3,1,1,2
4114,MAT1014,Discrete Mathematics and Graph Theory,Dr. sunaina,3,2,2,5,5
4115,CSE1003 ,Digital Logic and Design,Dr. ilyas,1,1,1,5,2
4116,CSE2014,Compiler Design,Dr. dhrampal,5,1,2,4,4
4117,CSE4022 ,Natural Language Processing,Dr. pataso,3,2,3,2,3
4118,CSE1003 ,Digital Logic and Design,Dr. sayana,5,5,1,5,2
4119,CSE4011 ,Virtualization,Dr. balkishan,3,1,0,3,5
4120,CSE3018 ,Content Based Image and Video Retrieval,Dr. deva,4,5,1,2,2
4121,CSE3502,Information Security Management,Dr. shabir,5,5,2,5,4
4122,CSE3006 ,Embedded System Design,Dr. budhu,3,3,0,5,2
4123,CSE4014 ,High Performance Computing,Dr. luv,2,2,1,3,3
4124,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. anoopama,2,1,4,2,5
4125,CSE4001 ,Parallel and Distributed Computing,Dr. marjina,3,4,2,5,3
4126,CSE3021 ,Social and Information Networks,Dr. rinukanwr,1,2,1,1,2
4127,EEE1001,Basic Electrical and Electronics Engineering,Dr. azruddin,5,5,0,1,2
4128,CSE1007 ,Java Programming,Dr. soma,3,2,1,2,5
4129,CSE1003 ,Digital Logic and Design,Dr. shmejha,4,4,2,1,3
4130,CSE3020 ,Data Visualization,Dr. rahi,2,5,2,1,5
4131,CSE3009 ,Internet of Things,Dr. lushi,1,5,4,3,5
4132,CSE3021 ,Social and Information Networks,Dr. halki,3,5,3,1,5
4133,CSE2001 ,Computer Architecture and Organization,Dr. manku,2,5,2,3,2
4134,CSE4014 ,High Performance Computing,Dr. ruksar,4,4,3,5,4
4135,CSE3021 ,Social and Information Networks,Dr. gajender,2,5,2,2,5
4136,CSE3002 ,Internet and Web Programming,Dr. manvir,1,2,1,2,5
4137,CSE3502,Information Security Management,Dr. dama,1,4,2,2,5
4138,CSE3501,Information Security Analysis and Audit,Dr. shahjad,4,5,2,4,3
4139,CSE3029 ,Game Programming,Dr. shamrin,2,1,2,5,4
4140,CSE1003 ,Digital Logic and Design,Dr. narmada,2,2,0,5,2
4141,CSE3025 ,Large Scale Data Processing,Dr. rambhajan,2,4,1,3,4
4142,CSE3009 ,Internet of Things,Dr. harvansh,1,1,1,3,3
4143,CSE2001 ,Computer Architecture and Organization,Dr. mithu,2,2,3,1,5
4144,CSE4014 ,High Performance Computing,Dr. bada,1,3,4,3,5
4145,CSE2013,Theory of Computation,Dr. bahnu,2,2,2,3,3
4146,CSE3029 ,Game Programming,Dr. shambu,2,4,1,4,4
4147,CSE3009 ,Internet of Things,Dr. fatma,5,5,2,4,2
4148,CSE2011 ,Data Structures and Algorithms,Dr. omprakesh,2,3,1,1,5
4149,CSE4004 ,Digital Forensics,Dr. vaibahv,3,4,3,2,5
4150,CSE3025 ,Large Scale Data Processing,Dr. kaifiya,3,4,3,2,5
4151,CSE2023,Robotic Process Automation,Dr. shanu,4,5,3,2,2
4152,CSE3013 ,Artificial Intelligence,Dr. lalmuni,4,4,3,2,2
4153,CSE3006 ,Embedded System Design,Dr. ajkati,5,4,3,1,5
4154,CSE3021 ,Social and Information Networks,Dr. talib,2,4,0,3,5
4155,CSE4015 ,Human Computer Interaction,Dr. syamsunder,1,3,1,3,2
4156,ECE3501,IoT Fundamentals,Dr. daya,3,5,1,5,4
4157,CSE4022 ,Natural Language Processing,Dr. sonal,3,1,2,2,2
4158,CSE4003 ,Cyber Security,Dr. ramkesh,4,1,0,1,2
4159,CSE4003 ,Cyber Security,Dr. nikhil,1,2,1,3,2
4160,CSE1007 ,Java Programming,Dr. karmveer,3,1,0,5,3
4161,CSE3001 ,Software Engineering,Dr. ramavtar,3,2,2,1,4
4162,CSE2012,Design and analysis of algorithms,Dr. balam,3,2,2,2,2
4163,CSE3029 ,Game Programming,Dr. shun,5,1,3,3,5
4164,CSE4014 ,High Performance Computing,Dr. julfi,5,2,1,4,2
4165,CSE4001 ,Parallel and Distributed Computing,Dr. deepika,3,3,3,3,2
4166,CSE2001 ,Computer Architecture and Organization,Dr. mustkim,1,3,4,2,4
4167,CSE3024 ,Web Mining,Dr. muskaan,1,2,4,1,3
4168,CSE1007 ,Java Programming,Dr. araddhna,5,4,2,3,4
4169,CSE3013 ,Artificial Intelligence,Dr. shimala,3,3,5,4,5
4170,MAT1014,Discrete Mathematics and Graph Theory,Dr. nirmal,5,4,3,4,3
4171,CSE3021 ,Social and Information Networks,Dr. pandu,2,2,1,5,4
4172,EEE1001,Basic Electrical and Electronics Engineering,Dr. neelajan,1,2,3,4,4
4173,CSE3025 ,Large Scale Data Processing,Dr. maryana,2,5,1,4,4
4174,CSE3505,Foundations of Data Analytics,Dr. jaisigh,4,3,2,1,3
4175,CSE3006 ,Embedded System Design,Dr. sakuntla,5,3,1,3,2
4176,CSE1003 ,Digital Logic and Design,Dr. sangeeta,1,2,4,3,4
4177,CSE4022 ,Natural Language Processing,Dr. shulekha,1,4,1,4,4
4178,CSE3020 ,Data Visualization,Dr. soonam,2,3,2,5,2
4179,CSE3505,Foundations of Data Analytics,Dr. yusuf,3,4,0,5,4
4180,CSE3502,Information Security Management,Dr. kamli,5,5,1,4,4
4181,CSE4019 ,Image Processing,Dr. damanjeet,3,5,1,3,2
4182,MAT1014,Discrete Mathematics and Graph Theory,Dr. data,1,1,0,3,4
4183,CSE1003 ,Digital Logic and Design,Dr. pataso,5,1,0,3,3
4184,CSE2001 ,Computer Architecture and Organization,Dr. soyab,3,2,2,5,4
4185,CSE3018 ,Content Based Image and Video Retrieval,Dr. azad,1,2,0,2,2
4186,CSE2023,Robotic Process Automation,Dr. devid,1,1,3,2,4
4187,CSE4022 ,Natural Language Processing,Dr. sima,4,5,1,1,2
4188,CSE2023,Robotic Process Automation,Dr. sambhu,5,1,3,1,2
4189,CSE3018 ,Content Based Image and Video Retrieval,Dr. anguri,4,3,4,2,5
4190,CSE2001 ,Computer Architecture and Organization,Dr. harichand,4,4,3,2,2
4191,CSE3006 ,Embedded System Design,Dr. sahina,2,2,3,5,4
4192,ECE3501,IoT Fundamentals,Dr. paramdeep,2,4,4,1,4
4193,CSE3002 ,Internet and Web Programming,Dr. pramod,4,2,3,1,4
4194,CSE4003 ,Cyber Security,Dr. chandki,3,2,4,5,4
4195,CSE2011 ,Data Structures and Algorithms,Dr. bhoop,3,2,2,2,5
4196,CSE2023,Robotic Process Automation,Dr. tyara,1,3,2,4,4
4197,CSE4001 ,Parallel and Distributed Computing,Dr. barti,1,1,2,3,5
4198,CSE4015 ,Human Computer Interaction,Dr. sudama,4,5,2,4,4
4199,CSE1003 ,Digital Logic and Design,Dr. gokul,3,1,1,1,3
4200,CSE3006 ,Embedded System Design,Dr. nand,5,4,3,3,5
4201,ECE3502,IoT Domain Analyst,Dr. satvida,2,5,0,1,2
4202,CSE1003 ,Digital Logic and Design,Dr. jankraj,2,3,4,2,5
4203,CSE3009 ,Internet of Things,Dr. ashwani,3,5,2,2,2
4204,CSE3029 ,Game Programming,Dr. sumanlta,3,5,1,2,4
4205,CSE3502,Information Security Management,Dr. rishi,1,2,4,1,5
4206,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. anurag,2,1,6,2,5
4207,CSE3501,Information Security Analysis and Audit,Dr. deepti,4,4,0,2,2
4208,CSE2013,Theory of Computation,Dr. shadab,3,3,2,5,5
4209,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. gulreg,1,2,5,2,5
4210,CSE3020 ,Data Visualization,Dr. bhatri,5,3,3,4,3
4211,ECE3501,IoT Fundamentals,Dr. shayra,2,3,2,4,3
4212,CSE2011 ,Data Structures and Algorithms,Dr. bhakuni,5,3,4,4,5
4213,MAT2002,Applications of Differential and Difference Equations,Dr. duraga,1,3,1,1,2
4214,CSE1003 ,Digital Logic and Design,Dr. veshali,3,4,0,1,2
4215,CSE4015 ,Human Computer Interaction,Dr. bhajju,5,2,0,3,2
4216,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. gendu,5,2,0,4,3
4217,CSE4011 ,Virtualization,Dr. premsingh,3,3,1,2,2
4218,CSE2023,Robotic Process Automation,Dr. mohsin,2,4,5,2,5
4219,CSE3029 ,Game Programming,Dr. ved,5,4,1,3,5
4220,CSE2023,Robotic Process Automation,Dr. bima,1,2,1,1,4
4221,CSE4014 ,High Performance Computing,Dr. yadho,5,3,3,5,4
4222,ECE3501,IoT Fundamentals,Dr. bidur,2,3,3,3,4
4223,CSE3018 ,Content Based Image and Video Retrieval,Dr. gulabsha,3,1,3,1,4
4224,CSE3506,Essentials of Data Analytics,Dr. durgalal,3,5,4,3,4
4225,CSE3001 ,Software Engineering,Dr. mandi,3,2,2,3,3
4226,CSE3011 ,Robotics and its Applications,Dr. dord,4,3,2,5,3
4227,CSE2001 ,Computer Architecture and Organization,Dr. liladevi,2,4,3,3,4
4228,CSE3013 ,Artificial Intelligence,Dr. shahera,4,2,0,3,2
4229,CSE2023,Robotic Process Automation,Dr. anshuman,1,5,2,1,4
4230,CSE3020 ,Data Visualization,Dr. dipansu,4,4,1,4,2
4231,CSE4022 ,Natural Language Processing,Dr. shneha,1,1,2,3,3
4232,CSE3001 ,Software Engineering,Dr. sabina,1,5,1,3,4
4233,EEE1001,Basic Electrical and Electronics Engineering,Dr. sayana,4,3,3,5,4
4234,CSE2004 ,Database Management Systems,Dr. gungun,4,3,3,5,5
4235,CSE3011 ,Robotics and its Applications,Dr. jafruddin,1,3,2,2,3
4236,CSE3502,Information Security Management,Dr. tyara,3,5,0,3,2
4237,CSE4011 ,Virtualization,Dr. sanjit,4,4,1,3,3
4238,MAT3004 ,Applied Linear Algebra,Dr. alka,3,1,2,2,5
4239,CSE3011 ,Robotics and its Applications,Dr. anwari,1,2,5,3,5
4240,CSE1004 ,Network and Communication,Dr. agyapad,4,4,1,5,2
4241,CSE3009 ,Internet of Things,Dr. nasreen,4,1,3,3,4
4242,CSE3006 ,Embedded System Design,Dr. fateh,4,5,1,2,4
4243,CSE1007 ,Java Programming,Dr. mukul,1,2,3,1,4
4244,ECE3501,IoT Fundamentals,Dr. aysha,2,1,1,4,2
4245,CSE4015 ,Human Computer Interaction,Dr. nipun,1,3,5,5,4
4246,CSE2014,Compiler Design,Dr. shekher,3,1,2,2,4
4247,CSE3020 ,Data Visualization,Dr. chhavi,3,5,1,3,3
4248,CSE2023,Robotic Process Automation,Dr. sarju,2,2,1,1,4
4249,CSE4011 ,Virtualization,Dr. foranta,1,3,0,2,2
4250,CSE3029 ,Game Programming,Dr. mehar,5,1,2,4,2
4251,CSE3020 ,Data Visualization,Dr. yasmin,2,4,1,2,3
4252,MAT3004 ,Applied Linear Algebra,Dr. rukhsona,3,2,1,5,4
4253,CSE2013,Theory of Computation,Dr. mahavir,3,2,1,2,2
4254,CSE3011 ,Robotics and its Applications,Dr. babu,1,5,3,4,4
4255,CSE1004 ,Network and Communication,Dr. gordhan,3,4,0,4,2
4256,CSE3001 ,Software Engineering,Dr. mitthu,2,3,3,1,2
4257,CSE2001 ,Computer Architecture and Organization,Dr. shaulal,5,3,0,5,2
4258,ECE3501,IoT Fundamentals,Dr. pavan,4,3,3,2,5
4259,CSE4003 ,Cyber Security,Dr. kalpadma,4,2,1,5,2
4260,CSE4004 ,Digital Forensics,Dr. akash,5,2,1,3,2
4261,CSE3020 ,Data Visualization,Dr. jakh,2,2,0,1,4
4262,CSE3009 ,Internet of Things,Dr. isha,2,1,2,5,3
4263,CSE4014 ,High Performance Computing,Dr. sukesh,5,3,3,1,4
4264,CSE4014 ,High Performance Computing,Dr. geetu,1,5,0,2,2
4265,CSE3021 ,Social and Information Networks,Dr. rajeev,1,5,2,5,2
4266,CSE1004 ,Network and Communication,Dr. sapita,1,4,1,3,4
4267,CSE3006 ,Embedded System Design,Dr. huseni,4,5,1,4,2
4268,CSE3002 ,Internet and Web Programming,Dr. bhuwan,2,1,2,3,4
4269,CSE3002 ,Internet and Web Programming,Dr. nithyanandham,4,5,1,1,2
4270,CSE4003 ,Cyber Security,Dr. gawali,5,3,2,2,4
4271,CSE3506,Essentials of Data Analytics,Dr. gulsida,5,5,3,4,3
4272,ECE3501,IoT Fundamentals,Dr. sajid,5,2,0,2,3
4273,CSE2004 ,Database Management Systems,Dr. gaffar,1,3,1,4,2
4274,CSE2014,Compiler Design,Dr. javuneesha,1,2,3,5,2
4275,CSE3502,Information Security Management,Dr. ilyas,3,3,2,4,4
4276,CSE4019 ,Image Processing,Dr. gouri,2,3,0,5,4
4277,CSE1003 ,Digital Logic and Design,Dr. vijaynti,2,2,1,1,2
4278,CSE3020 ,Data Visualization,Dr. lahida,5,1,0,1,4
4279,CSE2006 ,Microprocessor and Interfacing,Dr. akash,1,5,2,3,2
4280,MAT1014,Discrete Mathematics and Graph Theory,Dr. jawhar,5,4,3,2,4
4281,EEE1001,Basic Electrical and Electronics Engineering,Dr. saad,5,2,1,5,4
4282,CSE3025 ,Large Scale Data Processing,Dr. jugal,3,4,3,2,5
4283,CSE4015 ,Human Computer Interaction,Dr. bandana,2,1,3,1,3
4284,CSE3021 ,Social and Information Networks,Dr. maatwar,5,2,0,5,2
4285,CSE2005 ,Operating Systems,Dr. ragwender,5,5,0,4,2
4286,CSE3024 ,Web Mining,Dr. sudesh,1,2,3,5,4
4287,CSE3002 ,Internet and Web Programming,Dr. pandu,4,1,1,4,5
4288,CSE3002 ,Internet and Web Programming,Dr. saroz,5,4,0,5,4
4289,CSE4014 ,High Performance Computing,Dr. rena,1,3,1,3,4
4290,CSE2006 ,Microprocessor and Interfacing,Dr. nooralha,5,4,2,3,2
4291,CSE4011 ,Virtualization,Dr. nandini,1,1,0,5,2
4292,CSE4022 ,Natural Language Processing,Dr. kamala,2,5,2,4,3
4293,MAT3004 ,Applied Linear Algebra,Dr. akhlish,1,2,1,4,2
4294,CSE3501,Information Security Analysis and Audit,Dr. simmi,1,1,1,5,5
4295,CSE3029 ,Game Programming,Dr. chandpreet,3,4,3,5,2
4296,CSE2006 ,Microprocessor and Interfacing,Dr. safika,5,2,3,5,2
4297,MAT3004 ,Applied Linear Algebra,Dr. prashant,1,1,2,5,2
4298,CSE3029 ,Game Programming,Dr. rashma,1,2,0,1,2
4299,CSE3506,Essentials of Data Analytics,Dr. sarad,2,1,1,4,3
4300,CSE4011 ,Virtualization,Dr. firoz,5,5,3,4,3
4301,CSE4020 ,Machine Learning,Dr. bhavna,5,4,2,3,2
4302,CSE3006 ,Embedded System Design,Dr. gorav,5,5,1,4,2
4303,CSE3502,Information Security Management,Dr. mamraj,5,4,0,3,2
4304,CSE1007 ,Java Programming,Dr. rambir,1,5,5,1,5
4305,CSE2006 ,Microprocessor and Interfacing,Dr. dhrama,5,5,3,4,4
4306,MAT2002,Applications of Differential and Difference Equations,Dr. ishu,3,5,1,3,5
4307,CSE4011 ,Virtualization,Dr. sobi,4,4,2,2,4
4308,CSE3018 ,Content Based Image and Video Retrieval,Dr. naseeba,3,5,1,3,4
4309,CSE4019 ,Image Processing,Dr. mamchand,4,4,1,2,2
4310,CSE3002 ,Internet and Web Programming,Dr. dilkhush,5,4,1,3,5
4311,CSE2013,Theory of Computation,Dr. anjara,3,2,2,5,4
4312,CSE1003 ,Digital Logic and Design,Dr. suleman,4,3,2,3,3
4313,MAT2002,Applications of Differential and Difference Equations,Dr. hazu,2,4,1,4,2
4314,CSE1007 ,Java Programming,Dr. unnati,4,4,3,2,2
4315,CSE4020 ,Machine Learning,Dr. bhudhashen,5,1,0,3,5
4316,CSE4011 ,Virtualization,Dr. foranta,3,2,1,1,2
4317,CSE4004 ,Digital Forensics,Dr. dukhi,3,3,2,4,3
4318,CSE4022 ,Natural Language Processing,Dr. bishun,5,4,4,2,4
4319,CSE4004 ,Digital Forensics,Dr. manoti,2,3,5,1,5
4320,CSE3011 ,Robotics and its Applications,Dr. amrta,1,1,0,2,3
4321,CSE3002 ,Internet and Web Programming,Dr. nassin,1,3,0,1,2
4322,CSE3020 ,Data Visualization,Dr. sushree,3,1,3,4,5
4323,CSE4001 ,Parallel and Distributed Computing,Dr. navin,2,3,1,4,5
4324,CSE3025 ,Large Scale Data Processing,Dr. ramila,3,4,3,1,5
4325,CSE2013,Theory of Computation,Dr. deepmala,2,1,4,4,5
4326,CSE4014 ,High Performance Computing,Dr. shajid,5,4,1,4,4
4327,CSE3501,Information Security Analysis and Audit,Dr. pinkey,3,2,2,5,2
4328,CSE4001 ,Parallel and Distributed Computing,Dr. prableen,3,4,2,1,3
4329,CSE1007 ,Java Programming,Dr. vimlesh,3,1,2,2,3
4330,CSE3009 ,Internet of Things,Dr. chran,5,1,3,5,2
4331,CSE3502,Information Security Management,Dr. jaidul,3,2,1,1,5
4332,CSE1007 ,Java Programming,Dr. padma,4,5,2,2,3
4333,CSE3009 ,Internet of Things,Dr. bhavuk,2,1,2,5,3
4334,CSE3002 ,Internet and Web Programming,Dr. harshit,1,1,2,1,2
4335,CSE3505,Foundations of Data Analytics,Dr. monti,3,3,1,3,3
4336,CSE4004 ,Digital Forensics,Dr. kamana,1,3,1,4,5
4337,CSE3018 ,Content Based Image and Video Retrieval,Dr. dibakar,4,3,2,2,5
4338,CSE2014,Compiler Design,Dr. parmo,1,2,2,2,2
4339,CSE3009 ,Internet of Things,Dr. al0k,3,4,3,1,4
4340,CSE1003 ,Digital Logic and Design,Dr. sabeeha,4,1,0,3,2
4341,CSE3025 ,Large Scale Data Processing,Dr. sheensar,4,4,1,3,3
4342,CSE2013,Theory of Computation,Dr. amna,2,5,1,4,2
4343,CSE3013 ,Artificial Intelligence,Dr. jeenat,1,2,2,5,4
4344,EEE1001,Basic Electrical and Electronics Engineering,Dr. sayja,5,2,0,5,5
4345,CSE4014 ,High Performance Computing,Dr. kiswar,3,1,1,3,4
4346,CSE3009 ,Internet of Things,Dr. dilkhush,4,5,1,5,2
4347,MAT1014,Discrete Mathematics and Graph Theory,Dr. arbaz,5,3,3,5,5
4348,CSE3029 ,Game Programming,Dr. chhabil,2,2,3,2,5
4349,CSE3009 ,Internet of Things,Dr. kanya,4,3,2,5,2
4350,CSE3505,Foundations of Data Analytics,Dr. komal,2,4,2,4,5
4351,CSE4020 ,Machine Learning,Dr. arshla,1,4,3,5,4
4352,CSE2001 ,Computer Architecture and Organization,Dr. pushpendra,2,5,1,5,2
4353,CSE2014,Compiler Design,Dr. kimat,2,2,1,5,3
4354,ECE3502,IoT Domain Analyst,Dr. sudhata,1,4,4,3,5
4355,CSE3502,Information Security Management,Dr. zainab,2,5,1,4,3
4356,CSE3009 ,Internet of Things,Dr. nur,5,5,4,4,4
4357,CSE3024 ,Web Mining,Dr. bhola,4,3,1,5,4
4358,CSE3018 ,Content Based Image and Video Retrieval,Dr. tane,1,3,3,4,4
4359,CSE4022 ,Natural Language Processing,Dr. shivam,5,5,1,2,2
4360,CSE3018 ,Content Based Image and Video Retrieval,Dr. sapna,4,2,3,3,5
4361,CSE4015 ,Human Computer Interaction,Dr. jit,5,3,2,5,5
4362,MAT2002,Applications of Differential and Difference Equations,Dr. panchu,3,3,1,3,5
4363,CSE3502,Information Security Management,Dr. vikky,2,3,4,4,5
4364,CSE3006 ,Embedded System Design,Dr. saket,4,3,1,3,2
4365,CSE1007 ,Java Programming,Dr. kartik,1,4,2,2,3
4366,CSE4014 ,High Performance Computing,Dr. veenu,5,3,1,2,3
4367,CSE3024 ,Web Mining,Dr. sandna,3,1,2,3,3
4368,CSE3020 ,Data Visualization,Dr. mahud,4,4,2,1,3
4369,CSE3029 ,Game Programming,Dr. krishn,5,2,2,4,4
4370,CSE3011 ,Robotics and its Applications,Dr. preyank,1,3,4,4,4
4371,CSE2013,Theory of Computation,Dr. amot,2,2,2,3,3
4372,CSE3006 ,Embedded System Design,Dr. radha,5,2,0,4,2
4373,CSE4015 ,Human Computer Interaction,Dr. pramila,3,3,2,2,3
4374,CSE1007 ,Java Programming,Dr. chhantu,3,3,3,4,3
4375,ECE3502,IoT Domain Analyst,Dr. grpreet,2,4,1,3,3
4376,CSE3020 ,Data Visualization,Dr. kuldeel,5,3,0,4,4
4377,CSE3011 ,Robotics and its Applications,Dr. saka,2,3,3,2,4
4378,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. saru,3,3,2,1,3
4379,MAT2002,Applications of Differential and Difference Equations,Dr. tulsha,1,4,1,2,3
4380,CSE4014 ,High Performance Computing,Dr. mazhar,2,2,0,5,5
4381,CSE4004 ,Digital Forensics,Dr. sushant,4,3,0,5,2
4382,CSE2013,Theory of Computation,Dr. azhar,4,5,2,5,3
4383,CSE4004 ,Digital Forensics,Dr. felicia,1,3,4,4,5
4384,ECE3502,IoT Domain Analyst,Dr. rajkarnta,2,2,0,4,2
4385,ECE3501,IoT Fundamentals,Dr. indara,3,5,3,3,3
4386,CSE2004 ,Database Management Systems,Dr. bhupesh,4,5,1,1,4
